VOC,NOX,24NOX,M1M1O3
2.7,31,264.1104043,1.939493453
2.7,32,272.5863865,1.966157161
2.7,33,281.0493437,1.993882433
2.7,34,289.4995106,2.0224482
3.6,1,2.532062853,41.73806122
3.6,1.2,3.051008867,45.3735462
3.6,1.4,3.584607504,48.32912039
3.6,1.6,4.138255534,50.6854855
3.6,1.8,4.718952792,52.46857114
3.6,2,5.336758356,53.8775547
3.6,2.2,6.006963338,54.74309997
3.6,2.4,6.753556736,54.94585337
3.6,2.6,7.612304491,54.37673345
3.6,2.8,8.626249169,52.99202979
3.6,3,9.826562403,50.90645513
3.6,3.2,11.21228993,48.3197588
3.6,3.4,12.75932842,45.18053384
3.6,3.6,14.44676512,41.39764691
3.6,3.8,16.25557119,37.61957254
3.6,4,18.16515469,34.12942778
3.6,4.2,20.15637337,30.94760613
3.6,4.4,22.2141612,28.0586241
3.6,4.6,24.3253775,25.43544453
3.6,4.8,26.47679233,23.05001055
3.6,5,28.65434898,20.90700357
3.6,5.2,30.8426539,19.03288434
3.6,5.4,33.02074908,17.34784977
3.6,5.6,35.16302989,15.88580516
3.6,5.8,37.26273444,14.64665859
3.6,6,39.33048339,13.57852605
3.6,7,49.31789052,9.845495717
3.6,8,58.92898013,7.644725263
3.6,9,68.32935608,6.217644792
3.6,10,77.59877757,5.229703158
3.6,11,86.78026173,4.511031647
3.6,12,95.89943503,3.968798631
3.6,13,104.9692447,3.550759478
3.6,14,114.0030915,3.235462634
3.6,15,123.0021282,2.98168866
3.6,16,131.973,2.775087031
3.6,17,140.9179567,2.605910332
3.6,18,149.835246,2.466858325
3.6,19,158.7297179,2.352451527
3.6,20,167.5979206,2.258700149
3.6,21,176.4389633,2.182480208
3.6,22,185.2541904,2.121330119
3.6,23,194.0401526,2.073279919
3.6,24,202.7975843,2.036588368
3.6,25,211.5240589,2.012503896
3.6,26,220.2215902,2.001505821
3.6,27,228.887998,1.997161838
3.6,28,237.5281654,1.998559152
3.6,29,246.1364902,2.004873987
3.6,30,254.7229458,2.015328235
3.6,31,263.2814825,2.029262347
3.6,32,271.8198,2.046089985
3.6,33,280.335234,2.065340106
3.6,34,288.8322344,2.086574428
4.5,1,2.448125138,43.20916366
4.5,1.2,2.941702238,47.41844629
4.5,1.4,3.443639392,50.99095069
4.5,1.6,3.957052738,54.02707113
4.5,1.8,4.485517637,56.58216963
4.5,2,5.033236154,58.68448545
4.5,2.2,5.605821831,60.33544717
4.5,2.4,6.210947453,61.71175102
4.5,2.6,6.859771137,62.66897772
4.5,2.8,7.568410139,63.10988383
4.5,3,8.360272492,62.95148005
4.5,3.2,9.265413713,62.12543912
4.5,3.4,10.31482722,60.62806055
4.5,3.6,11.52805518,58.5469023
4.5,3.8,12.90451378,55.96714772
4.5,4,14.43116456,52.75893205
4.5,4.2,16.09603515,48.90596624
4.5,4.4,17.88566774,44.9973318
4.5,4.6,19.78346716,41.29687124
4.5,4.8,21.77269059,37.84828301
4.5,5,23.83731885,34.66197968
4.5,5.2,25.96304667,31.73139752
4.5,5.4,28.13768366,29.03901191
4.5,5.6,30.34927851,26.56445902
4.5,5.8,32.5839942,24.288128
4.5,6,34.82811654,22.24751168
4.5,6.2,37.06642844,20.42361213
4.5,6.4,39.27697379,18.77709525
4.5,6.6,41.43527137,17.34658416
4.5,6.8,43.54441341,16.11893067
4.5,7,45.61995213,15.04677483
4.5,8,55.6546224,11.19242307
4.5,9,65.32382376,8.823789504
4.5,10,74.77898234,7.24707123
4.5,11,84.09994814,6.133542103
4.5,12,93.32769387,5.311964903
4.5,13,102.4873337,4.685704471
4.5,14,111.5965993,4.194800092
4.5,15,120.6638505,3.810230109
4.5,16,129.6970172,3.508066512
4.5,17,138.7018791,3.258840149
4.5,18,147.6798717,3.051959097
4.5,19,156.6329907,2.878998003
4.5,20,165.5640332,2.73382345
4.5,21,174.4702514,2.611927917
4.5,22,183.3534702,2.509580366
4.5,23,192.2145844,2.423991232
4.5,24,201.0489594,2.353056059
4.5,25,209.8590417,2.294869491
4.5,26,218.6417589,2.247886418
4.5,27,227.3957457,2.21083348
4.5,28,236.1229765,2.182941766
4.5,29,244.822556,2.169706165
4.5,30,253.4955816,2.162536688
4.5,31,262.1368628,2.160730239
4.5,32,270.7522948,2.163568202
4.5,33,279.3396747,2.170424246
4.5,34,287.9025215,2.180750446
5.4,1,2.381577201,44.16538773
5.4,1.2,2.856807472,48.78358757
5.4,1.4,3.33699776,52.80010006
5.4,1.6,3.824383018,56.31338568
5.4,1.8,4.321248794,59.38524163
5.4,2,4.830084576,62.06083529
5.4,2.2,5.353766051,64.36387138
5.4,2.4,5.895831957,66.30326563
5.4,2.6,6.460820834,67.87107521
5.4,2.8,7.054816209,69.21552665
5.4,3,7.686303531,70.24065241
5.4,3.2,8.366830728,70.84679295
5.4,3.4,9.112674883,70.97249659
5.4,3.6,9.944832433,70.55543962
5.4,3.8,10.88763174,69.55618425
5.4,4,11.96340836,67.9849336
5.4,4.2,13.18508688,65.89423922
5.4,4.4,14.55292575,63.28382226
5.4,4.6,16.06034215,59.98780166
5.4,4.8,17.70102865,56.09603673
5.4,5,19.46608883,52.1296776
5.4,5.2,21.34410615,48.30002878
5.4,5.4,23.32201708,44.66184519
5.4,5.6,25.3855808,41.2423692
5.4,5.8,27.5202729,38.05243341
5.4,6,29.71250471,35.09026235
5.4,6.2,31.95007247,32.3452128
5.4,6.4,34.22196193,29.80163275
5.4,6.6,36.51508617,27.44592747
5.4,6.8,38.8160275,25.25937617
5.4,7,41.11054311,23.31650974
5.4,7.2,43.3829144,21.54672033
5.4,7.4,45.61087476,19.9508972
5.4,7.6,47.77404027,18.56482049
5.4,7.8,49.88582508,17.36376869
5.4,8,51.96465652,16.30215831
5.4,8.2,54.01652584,15.35435308
5.4,8.4,56.04639367,14.50143777
5.4,8.6,58.05726526,13.72916982
5.4,8.8,60.05108447,13.02786338
5.4,9,62.02936293,12.38886176
5.4,10,71.74249635,9.898944475
5.4,11,81.24371625,8.200879832
5.4,12,90.60648844,6.982716165
5.4,13,99.87018789,6.074657832
5.4,14,109.0665802,5.373175158
5.4,15,118.2092203,4.818996276
5.4,16,127.3079571,4.372711369
5.4,17,136.3695573,4.020944815
5.4,18,145.4028343,3.733339319
5.4,19,154.4073528,3.492156098
5.4,20,163.3896138,3.288381901
5.4,21,172.3477326,3.115293535
5.4,22,181.2843907,2.967884809
5.4,23,190.200773,2.841952062
5.4,24,199.0924346,2.734589938
5.4,25,207.9631503,2.643193976
5.4,26,216.8117381,2.565680054
5.4,27,225.6373973,2.500412574
5.4,28,234.4383348,2.446112653
5.4,29,243.2139573,2.40144982
5.4,30,251.9646921,2.365422145
5.4,31,260.6864914,2.337207214
5.4,32,269.3814507,2.322599066
5.4,33,278.0495406,2.314065849
5.4,34,286.6914605,2.310419338
6.3,1,2.326867808,44.81073364
6.3,1.2,2.787804343,49.72944945
6.3,1.4,3.251563857,54.07639406
6.3,1.6,3.719988908,57.94338309
6.3,1.8,4.194722337,61.39648206
6.3,2,4.67759934,64.4807577
6.3,2.2,5.170386824,67.23165132
6.3,2.4,5.675198897,69.66795276
6.3,2.6,6.194488678,71.79932011
6.3,2.8,6.731247913,73.62582306
6.3,3,7.289265097,75.13779139
6.3,3.2,7.873518853,76.44738747
6.3,3.4,8.490579834,77.52343019
6.3,3.6,9.149269676,78.25015085
6.3,3.8,9.861235414,78.58071309
6.3,4,10.64181732,78.46331686
6.3,4.2,11.50923589,77.85320507
6.3,4.4,12.48279858,76.72819962
6.3,4.6,13.57869031,75.09739159
6.3,4.8,14.8059624,72.97491841
6.3,5,16.16567744,70.29332274
6.3,5.2,17.65510433,66.90043165
6.3,5.4,19.27125057,63.00043985
6.3,5.6,21.00859397,59.02528268
6.3,5.8,22.86015799,55.12991038
6.3,6,24.81708749,51.36940416
6.3,6.2,26.86832686,47.7799694
6.3,6.4,29.00174449,44.38191261
6.3,6.6,31.20365818,41.18775672
6.3,6.8,33.46064623,38.19900986
6.3,7,35.7604831,35.41059447
6.3,7.2,38.09169946,32.81270377
6.3,7.4,40.44361867,30.39068081
6.3,7.6,42.80213504,28.13316603
6.3,7.8,45.15351955,26.02899928
6.3,8,47.48213622,24.18001869
6.3,8.2,49.77422449,22.46634571
6.3,8.4,52.00411975,20.9338326
6.3,8.6,54.16321375,19.60148006
6.3,8.8,56.27409876,18.43190298
6.3,9,58.35337975,17.38804139
6.3,10,68.43481793,13.45999989
6.3,11,78.18175726,10.88249697
6.3,12,87.72058393,9.088229819
6.3,13,97.11688379,7.783614259
6.3,14,106.4158811,6.798258265
6.3,15,115.6429191,6.030785703
6.3,16,124.81416,5.420278274
6.3,17,133.9392428,4.924931531
6.3,18,143.0278238,4.518698922
6.3,19,152.0842285,4.195887767
6.3,20,161.1147133,3.923315613
6.3,21,170.1203612,3.691343378
6.3,22,179.1003228,3.492827478
6.3,23,188.0613691,3.321986686
6.3,24,197.000943,3.17462438
6.3,25,205.9230574,3.047118668
6.3,26,214.8214349,2.937030145
6.3,27,223.7013903,2.842005484
6.3,28,232.5573886,2.76025566
6.3,29,241.3924627,2.690213504
6.3,30,250.2091666,2.630528447
6.3,31,258.9988585,2.580311867
6.3,32,267.7619388,2.538545375
6.3,33,276.5023324,2.504373002
6.3,34,285.2174915,2.477074283
7.2,1,2.280814022,45.25817083
7.2,1.2,2.730087394,50.40444488
7.2,1.4,3.180719534,55.00144255
7.2,1.6,3.634313886,59.14066798
7.2,1.8,4.092227544,62.88434533
7.2,2,4.555898499,66.28223431
7.2,2.2,5.026620519,69.36668154
7.2,2.4,5.505921838,72.16264495
7.2,2.6,5.995288443,74.68851123
7.2,2.8,6.49651037,76.95449629
7.2,3,7.011790454,78.96193133
7.2,3.2,7.543643048,80.70713446
7.2,3.4,8.095399245,82.1787249
7.2,3.6,8.671011601,83.44811297
7.2,3.8,9.275882793,84.56430704
7.2,4,9.916895893,85.38200263
7.2,4.2,10.60290328,85.86481808
7.2,4.4,11.3452194,85.9715791
7.2,4.6,12.15778178,85.66070025
7.2,4.8,13.05587317,84.90021096
7.2,5,14.05473294,83.67484842
7.2,5.2,15.16633875,81.98254749
7.2,5.4,16.39743221,79.79722112
7.2,5.6,17.74945331,77.00595322
7.2,5.8,19.22215832,73.52550151
7.2,6,20.81433135,69.64656985
7.2,6.2,22.52302079,65.69465656
7.2,6.4,24.34435393,61.77915358
7.2,6.6,26.27287939,57.95117713
7.2,6.8,28.30181438,54.24682003
7.2,7,30.42156324,50.69433883
7.2,7.2,32.62086239,47.31328723
7.2,7.4,34.88710797,44.11411265
7.2,7.6,37.20698547,41.10280307
7.2,7.8,39.56764073,38.27852604
7.2,8,41.958218,35.63308646
7.2,8.2,44.36791135,33.15623804
7.2,8.4,46.78443211,30.83648856
7.2,8.6,49.1919755,28.66582975
7.2,8.8,51.57711776,26.67213964
7.2,9,53.92688818,24.87908806
7.2,9.2,56.22274754,23.2323184
7.2,9.4,58.4434933,21.76940315
7.2,9.6,60.59362736,20.49282258
7.2,9.8,62.70020362,19.35954871
7.2,10,64.77662451,18.34012508
7.2,11,74.86889269,14.42053411
7.2,12,84.63872892,11.78668938
7.2,13,94.20739794,9.916296646
7.2,14,103.6351891,8.537264071
7.2,15,112.9624789,7.485420622
7.2,16,122.2177215,6.659825083
7.2,17,131.4147547,5.997884648
7.2,18,140.5654471,5.458145819
7.2,19,149.6743821,5.011455617
7.2,20,158.7554776,4.645731935
7.2,21,167.8050757,4.34452595
7.2,22,176.8306268,4.086251046
7.2,23,185.8318969,3.864046684
7.2,24,194.8119049,3.671825419
7.2,25,203.7766842,3.504233076
7.2,26,212.7184055,3.358370531
7.2,27,221.6409892,3.231102398
7.2,28,230.5448042,3.119955896
7.2,29,239.4270188,3.022963038
7.2,30,248.292295,2.938463239
7.2,31,257.1336294,2.865174743
7.2,32,265.9546683,2.801972944
7.2,33,274.7547281,2.747621041
7.2,34,283.5306827,2.701498576
8.1,1,2.241287545,45.57755567
8.1,2,4.455089516,67.6541856
8.1,3,6.799416153,81.84840436
8.1,3.2,7.297413458,83.98631119
8.1,3.4,7.809041944,85.89978488
8.1,3.6,8.336481141,87.58361781
8.1,3.8,8.882554669,89.0260555
8.1,4,9.45055854,90.24906631
8.1,4.2,10.04503633,91.39681057
8.1,4.4,10.67143427,92.28527118
8.1,4.6,11.33672788,92.88535382
8.1,4.8,12.04957553,93.16359992
8.1,5,12.8206938,93.08440881
8.1,5.2,13.66226869,92.61434702
8.1,5.4,14.58703024,91.7292153
8.1,5.6,15.60693295,90.41261399
8.1,5.8,16.73109244,88.64450089
8.1,6,17.96465087,86.35813776
8.1,6.2,19.30953491,83.43102841
8.1,6.4,20.76666465,79.89301182
8.1,6.6,22.33601205,76.05889776
8.1,6.8,24.01637482,72.15057174
8.1,7,25.80601659,68.2457143
8.1,7.2,27.70223196,64.3903611
8.1,7.4,29.70126886,60.61882838
8.1,7.6,31.79676969,56.96138718
8.1,7.8,33.98086579,53.43912631
8.1,8,36.24294783,50.06968314
8.1,8.2,38.57060967,46.8668354
8.1,8.4,40.95141066,43.83504681
8.1,8.6,43.37159889,40.97942791
8.1,8.8,45.82033518,38.29367811
8.1,9,48.28713853,35.76887471
8.1,9.2,50.76059006,33.39562939
8.1,9.4,53.22546054,31.16788411
8.1,9.6,55.66709795,29.07461175
8.1,9.8,58.07223777,27.18438929
8.1,10,60.42791464,25.45586025
8.1,11,71.229684,19.17996149
8.1,12,81.32576306,15.28921562
8.1,13,91.11499473,12.61611527
8.1,14,100.7086956,10.68623998
8.1,15,110.1614004,9.246822797
8.1,16,119.516394,8.136281397
8.1,17,128.7947555,7.260355303
8.1,18,138.0129798,6.553606603
8.1,19,147.1835132,5.973964773
8.1,20,156.3152572,5.490940653
8.1,21,165.4145359,5.083339229
8.1,22,174.4848466,4.754615466
8.1,23,183.5279722,4.472576848
8.1,24,192.5467036,4.228444125
8.1,25,201.5456249,4.015781383
8.1,26,210.5295209,3.829499269
8.1,27,219.490303,3.666479335
8.1,28,228.4341278,3.52323057
8.1,29,237.357416,3.397108767
8.1,30,246.2580017,3.286241028
8.1,31,255.1457499,3.188310444
8.1,32,264.0137269,3.102345272
8.1,33,272.8618114,3.026974905
8.1,34,281.6880404,2.961150571
9,1,2.206843712,45.80779925
9,2,4.369492428,68.72260604
9,3,6.627971735,84.10474792
9,4,9.112524033,94.28399908
9,4.2,9.653414834,95.70455989
9,4.4,10.21481178,96.89659874
9,4.6,10.80027501,98.04758113
9,4.8,11.41438913,98.99183716
9,5,12.06274848,99.68391172
9,5.2,12.75214204,100.096543
9,5.4,13.49113914,100.1982932
9,5.6,14.2892035,99.96029573
9,5.8,15.15694238,99.35419433
9,6,16.10491469,98.35752944
9,6.2,17.14257909,96.94612748
9,6.4,18.2768034,95.07467959
9,6.6,19.51186837,92.64914538
9,6.8,20.85014893,89.5867671
9,7,22.29277621,86.03202242
9,7.2,23.84060343,82.25897449
9,7.4,25.49379882,78.40652982
9,7.6,27.25194599,74.5330072
9,7.8,29.11427506,70.67895839
9,8,31.07901612,66.87738218
9,8.2,33.14325094,63.15462359
9,8.4,35.30129857,59.53539475
9,8.6,37.54624598,56.03721201
9,8.8,39.86827656,52.67711557
9,9,42.25522379,49.46868819
9,9.2,44.69415647,46.42149824
9,9.4,47.1728483,43.53667903
9,9.6,49.67878209,40.81472076
9,9.8,52.20259081,38.24639332
9,10,54.73194569,35.82642749
9,11,66.9695367,25.93502835
9,12,77.70737606,19.92465448
9,13,87.80216392,16.07768068
9,14,97.60644409,13.38017246
9,15,107.2204257,11.40567266
9,16,116.6967623,9.914286337
9,17,126.0738629,8.754739016
9,18,135.3727193,7.834008121
9,19,144.6116967,7.08656274
9,20,153.8028495,6.469736072
9,21,162.9500579,5.955027181
9,22,172.068275,5.517968898
9,23,181.1554785,5.15319344
9,24,190.2163816,4.848900032
9,25,199.2526456,4.584481482
9,26,208.2687276,4.353076161
9,27,217.26637,4.149574707
9,28,226.2445253,3.970543368
9,29,235.2029692,3.812336057
9,30,244.1438483,3.672183661
9,31,253.0667118,3.547938278
9,32,261.9728831,3.437689188
9,33,270.8599731,3.339917474
9,34,279.7314867,3.253177394
9.9,1,2.176424688,45.97501058
9.9,2,4.295459502,69.56389568
9.9,3,6.484746069,85.909916
9.9,4,8.84888831,97.45049658
9.9,4.2,9.354250305,99.23190487
9.9,4.4,9.874022305,100.8291982
9.9,4.6,10.41036055,102.2321493
9.9,4.8,10.96580595,103.428994
9.9,5,11.5434345,104.5371722
9.9,5.2,12.14710445,105.5261922
9.9,5.4,12.78132885,106.2919166
9.9,5.6,13.45172191,106.8111155
9.9,5.8,14.16489487,107.0570972
9.9,6,14.92881972,107.0043964
9.9,6.2,15.75182084,106.6264169
9.9,6.4,16.64315528,105.8975399
9.9,6.6,17.61147063,104.7900998
9.9,6.8,18.66411296,103.2669663
9.9,7,19.8065396,101.2580272
9.9,7.2,21.04254393,98.66811066
9.9,7.4,22.37438581,95.50308119
9.9,7.6,23.80365633,91.96970537
9.9,7.8,25.33160296,88.26537436
9.9,8,26.95906038,84.4758899
9.9,8.2,28.68666722,80.64716128
9.9,8.4,30.51505073,76.81474069
9.9,8.6,32.44401313,73.00867374
9.9,8.8,34.47246327,69.25409208
9.9,9,36.59799022,65.57196553
9.9,9.2,38.8153737,61.98410301
9.9,9.4,41.11828495,58.50630438
9.9,9.6,43.49760649,55.15309667
9.9,9.8,45.9412764,51.94088443
9.9,10,48.43718339,48.87722138
9.9,11,61.27576234,35.81834839
9.9,12,73.53846653,26.34154948
9.9,13,84.2064141,20.58844446
9.9,14,94.29670045,16.79520685
9.9,15,104.113236,14.08609026
9.9,16,113.7419772,12.07849646
9.9,17,123.237678,10.54539353
9.9,18,132.6336946,9.343868656
9.9,19,141.9517238,8.382565622
9.9,20,151.2088923,7.598984654
9.9,21,160.4175543,6.94914558
9.9,22,169.5831106,6.403871122
9.9,23,178.7174832,5.93988618
9.9,24,187.8201984,5.542341286
9.9,25,196.895927,5.215858743
9.9,26,205.9472112,4.932140966
9.9,27,214.9779998,4.683213077
9.9,28,223.9922475,4.463356463
9.9,29,232.9853746,4.269350445
9.9,30,241.9587608,4.09712974
9.9,31,250.9129792,3.943954368
9.9,32,259.8545626,3.80717974
9.9,33,268.7766608,3.685241946
9.9,34,277.6805257,3.576532933
10.8,1,2.149291783,46.09663894
10.8,2,4.230504087,70.2377271
10.8,3,6.362260759,87.37698861
10.8,4,8.633571225,99.99231947
10.8,4.2,9.113206218,102.0436855
10.8,4.4,9.60366997,103.9384234
10.8,4.6,10.10638802,105.6711975
10.8,4.8,10.62294335,107.2361484
10.8,5,11.15521012,108.6245343
10.8,5.2,11.70539714,109.825246
10.8,5.4,12.27619677,110.8822357
10.8,5.6,12.87085144,111.9076012
10.8,5.8,13.49312675,112.7328532
10.8,6,14.14764151,113.3383722
10.8,6.2,14.83992864,113.7010913
10.8,6.4,15.57625728,113.7989666
10.8,6.6,16.36356403,113.6072553
10.8,6.8,17.20969157,113.0994521
10.8,7,18.12220291,112.2488958
10.8,7.2,19.10825511,111.0207234
10.8,7.4,20.17366427,109.3580343
10.8,7.6,21.3229389,107.1790856
10.8,7.8,22.55919438,104.4311751
10.8,8,23.88491619,101.214924
10.8,8.2,25.30174449,97.72876591
10.8,8.4,26.81119586,94.09584106
10.8,8.6,28.41466683,90.37222787
10.8,8.8,30.11353139,86.59592879
10.8,9,31.90886093,82.79893372
10.8,9.2,33.80196763,79.00762972
10.8,9.4,35.79302878,75.24482476
10.8,9.6,37.88138734,71.53044356
10.8,9.8,40.0647393,67.88403719
10.8,10,42.33885229,64.32195346
10.8,11,54.77136739,48.28572861
10.8,12,67.90441349,35.75028018
10.8,13,80.12196031,26.69829383
10.8,14,90.72088489,21.18835244
10.8,15,100.8063869,17.451295
10.8,16,110.6300536,14.74185282
10.8,17,120.2745306,12.70755862
10.8,18,129.7853928,11.14078617
10.8,19,139.1985059,9.904096568
10.8,20,148.5347865,8.906846204
10.8,21,157.8087171,8.09059405
10.8,22,167.0325757,7.410822323
10.8,23,176.2134301,6.838582258
10.8,24,185.3629773,6.349183888
10.8,25,194.4790789,5.929106917
10.8,26,203.5696577,5.572688243
10.8,27,212.6366997,5.271230806
10.8,28,221.6812994,5.00603224
10.8,29,230.7088609,4.770942298
10.8,30,239.7132619,4.562814756
10.8,31,248.7004618,4.377416377
10.8,32,257.6711329,4.211827294
10.8,33,266.6240998,4.063513827
